Duration,SecurityPersonID,IncidentID
02:15:00,115725048,171
05:15:00,465215525,33
04:00:00,631506193,347
03:15:00,299014409,272
09:45:00,543694018,400
07:00:00,542569338,347
04:30:00,631506193,168
05:30:00,542818454,49
01:00:00,578414726,46
11:45:00,604553098,30
09:45:00,453838155,328
09:00:00,657853554,281
02:00:00,584131648,330
03:15:00,610082238,364
05:45:00,781670536,348
07:30:00,693797014,27
10:00:00,560156074,245
09:30:00,126766993,197
05:30:00,385125477,90
01:30:00,709262566,367
11:45:00,596609003,302
06:00:00,841309164,307
07:45:00,254728328,302
05:45:00,958117510,165
11:00:00,525461861,13
02:00:00,145830306,294
10:00:00,107695765,255
06:00:00,447651754,227
05:30:00,767503055,6
02:00:00,341105782,122
06:00:00,841015960,247
10:30:00,172308402,51
02:00:00,925424878,208
04:30:00,717940632,133
02:00:00,481948944,93
02:45:00,174568645,368
11:15:00,709262566,70
06:30:00,238329839,328
02:00:00,298218807,52
10:30:00,619976654,341
07:45:00,204574187,106
07:30:00,378639005,371
01:00:00,413891210,378
07:45:00,161815773,44
02:00:00,904980047,117
01:45:00,289916184,54
10:00:00,649108145,343
06:45:00,122515070,93
06:15:00,525226908,219
02:45:00,856866533,286
07:15:00,304525893,316
07:30:00,243311512,8
01:30:00,299014409,127
04:30:00,328527174,349
08:30:00,390063452,231
05:45:00,481948944,90
01:00:00,359065015,59
12:30:00,574591596,303
11:00:00,986546876,349
05:45:00,730730552,286
12:00:00,169396447,249
07:45:00,810169356,80
02:15:00,385125477,325
02:00:00,307717264,157
11:00:00,771275020,231
10:00:00,364101718,65
07:00:00,841691969,384
04:45:00,597890623,294
04:45:00,755174300,61
04:00:00,532540604,382
06:00:00,245501322,117
02:45:00,793619389,225
03:30:00,571479027,148
02:15:00,791144057,60
04:45:00,396204343,341
06:00:00,454644331,171
10:30:00,422489699,298
05:45:00,784612285,357
07:00:00,602407236,371
06:30:00,839508873,331
02:30:00,386228422,348
01:15:00,243311512,119
02:30:00,647367023,385
11:45:00,225339842,104
03:30:00,470032040,286
11:00:00,400202139,256
01:00:00,841309164,387
02:15:00,982619310,342
03:15:00,722942691,274
09:00:00,400202139,207
08:30:00,461803787,165
05:15:00,122515070,63
05:30:00,679224797,346
09:45:00,139156991,196
03:45:00,299014409,364
09:15:00,860018814,355
11:00:00,532481136,131
03:45:00,678065388,141
02:45:00,362731402,286
11:00:00,430185363,386
09:15:00,704712421,330
06:45:00,400268870,61
04:45:00,578414726,286
02:30:00,786816816,252
08:15:00,289916184,193
05:15:00,238329839,349
05:45:00,277907133,260
05:45:00,655921495,9
03:45:00,299112453,374
10:30:00,941025816,236
10:30:00,650351556,230
01:00:00,650351556,353
03:15:00,289916184,33
12:30:00,373267529,168
08:45:00,784612285,140
04:00:00,812536895,338
07:15:00,385125477,154
03:30:00,905818148,251
05:45:00,727033420,251
12:15:00,952891525,303
05:00:00,815311726,61
01:45:00,169396447,364
08:30:00,475601536,90
08:00:00,373267529,90
12:30:00,185695679,219
02:45:00,876376489,310
12:15:00,475601536,51
06:15:00,532540604,298
08:00:00,796952212,346
06:45:00,883226645,328
08:15:00,490723387,91
05:45:00,682788464,44
05:00:00,542569338,42
06:45:00,627407308,96
04:30:00,342825161,137
11:00:00,887058098,157
02:45:00,107695765,321
08:30:00,652649489,141
01:15:00,704967638,29
08:30:00,559172183,379
05:15:00,890240481,320
09:45:00,386228422,373
02:30:00,603638893,173
04:15:00,549795782,275
07:45:00,870724858,27
04:00:00,282575432,260
04:00:00,101127092,85
03:15:00,767963173,348
06:00:00,419579765,337
12:45:00,245022088,272
03:00:00,789368864,245
06:45:00,306887998,9
01:45:00,184985209,89
12:15:00,599438968,86
11:45:00,396204343,197
03:30:00,542569338,296
04:45:00,150613179,377
07:00:00,264071872,89
05:45:00,184985209,349
06:45:00,155653126,364
05:15:00,704967638,79
02:30:00,395665492,51
07:15:00,490723387,272
11:15:00,931108303,335
02:30:00,937969978,114
08:30:00,930456301,326
09:15:00,982555206,307
09:00:00,841056953,215
04:45:00,484100594,393
07:45:00,605713052,109
06:45:00,860018814,366
05:30:00,897788482,186
01:00:00,158608475,158
01:15:00,175075744,46
09:15:00,841056953,216
04:00:00,642941132,209
02:15:00,802575768,25
08:30:00,564489506,139
10:30:00,413891210,58
06:30:00,872618051,369
01:15:00,759951555,277
03:45:00,574591596,368
01:15:00,453838155,367
11:15:00,631506193,232
02:00:00,167027339,347
03:15:00,386363900,265
08:30:00,226527626,8
07:00:00,568176456,309
02:00:00,616681977,11
12:30:00,328527174,197
06:15:00,740749150,60
08:30:00,559289100,367
03:30:00,225339842,282
04:45:00,952891525,353
04:45:00,767963173,6
04:45:00,715803057,339
01:45:00,956850616,209
02:45:00,992002299,62
12:00:00,354272848,377
07:45:00,294663766,140
03:00:00,559289100,371
07:45:00,564489506,369
03:15:00,572004474,371
09:30:00,649332543,252
08:00:00,938787370,391
04:00:00,126766993,382
09:15:00,657853554,53
07:30:00,526751265,76
11:45:00,574606527,364
07:30:00,638813672,249
05:00:00,332693808,202
12:45:00,576726703,106
01:15:00,465215525,215
02:15:00,276046102,86
02:00:00,774514731,96
01:30:00,576726703,330
10:15:00,175075744,293
05:00:00,432454980,382
06:30:00,139156991,78
03:45:00,172308402,279
04:30:00,559172183,95
06:30:00,553456772,272
10:15:00,193599161,30
05:45:00,639228756,221
07:15:00,956850616,128
12:15:00,999072598,197
05:45:00,937969978,130
04:15:00,616681977,249
02:00:00,667677004,364
08:00:00,642941132,305
08:30:00,274499861,368
06:45:00,767503055,170
01:45:00,982555206,169
04:45:00,644422920,292
12:45:00,565318377,20
04:15:00,226527626,202
10:30:00,101127092,157
01:15:00,430185363,367
01:30:00,792133289,364
11:00:00,192998447,252
07:30:00,776946530,182
12:15:00,992002299,367
10:00:00,605713052,6
01:45:00,560156074,150
10:00:00,810169356,305
12:45:00,898744730,223
08:30:00,872618051,137
10:45:00,781670536,302
05:30:00,668473058,122
06:30:00,393057756,86
09:30:00,401479835,53
10:30:00,596609003,168
07:45:00,415871162,367
10:15:00,203156001,228
12:00:00,603638893,65
12:45:00,793768662,229
04:15:00,542818454,388
03:00:00,559289100,127
04:30:00,299014409,60
07:15:00,254728328,274
08:15:00,700550156,117
11:15:00,725183386,114
08:45:00,223107124,230
09:00:00,174568645,76
06:45:00,999072598,394
10:45:00,107695765,165
